| 航班号 		| 来自于		| 预计到达	| 实际到达	| 备注	|
|BK-2819		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|HU-7797		|null		|null	|15:50	|null	|
|HU-7797		|null		|null	|15:50	|null	|
|HU-7798		|null		|null	|null	|null	|
|HU-7797		|null		|null	|null	|null	|
|HU-7797		|null		|null	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|HU-7797		|null		|null	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|GS-7849		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|CA-1620		|null		|null	|15:53	|null	|
|CA-1620		|null		|null	|15:53	|null	|
|3U-8355		|null		|null	|null	|null	|
|CA-1620		|null		|null	|null	|null	|
|CA-1395		|null		|null	|null	|null	|
|CA-1620		|null		|null	|null	|null	|
|CA-1620		|null		|null	|null	|null	|
|3U-8568		|null		|17:40	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|MU-5439		|null		|null	|null	|null	|
|FM-9064		|null		|null	|null	|null	|
|FM-9063		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1418		|null		|null	|15:57	|null	|
|CA-1418		|null		|null	|15:57	|null	|
|CA-1418		|null		|null	|null	|null	|
|CA-1259		|null		|null	|null	|null	|
|CA-1418		|null		|null	|null	|null	|
|CA-1418		|null		|null	|null	|null	|
|CA-8275		|null		|null	|null	|null	|
|QW-6004		|null		|null	|null	|null	|
|QW-6004		|null		|null	|null	|null	|
|BK-3104		|null		|null	|null	|null	|
|BK-3104		|null		|null	|null	|null	|
|FM-9063		|null		|17:40	|null	|null	|
|FM-9063		|null		|null	|null	|null	|
|FM-9064		|null		|null	|null	|null	|
|FM-9063		|null		|null	|null	|null	|
|CA-104		|null		|null	|16:00	|null	|
|CA-104		|null		|null	|16:00	|null	|
|FM-9063		|null		|null	|null	|null	|
|CA-8289		|null		|null	|null	|null	|
|CA-104		|null		|null	|null	|null	|
|CA-104		|null		|null	|null	|null	|
|CA-104		|null		|null	|null	|null	|
|BK-3104		|null		|null	|null	|null	|
|AQ-1067		|null		|null	|null	|null	|
|AQ-1056		|null		|null	|null	|null	|
|CA-8277		|null		|null	|null	|null	|
|CA-8277		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|CA-8277		|null		|null	|null	|null	|
|CA-8277		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|QW-6004		|null		|null	|null	|null	|
|QW-6004		|null		|null	|null	|null	|
|QW-6004		|null		|null	|null	|null	|
|GS-7896		|null		|18:30	|null	|null	|
|GS-7896		|null		|null	|null	|null	|
|GS-7896		|null		|null	|null	|null	|
|GS-7905		|null		|null	|null	|null	|
|GS-7896		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|CA-1251		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|BK-2992		|null		|null	|16:04	|null	|
|BK-2992		|null		|null	|16:04	|null	|
|BK-2992		|null		|null	|null	|null	|
|BK-2991		|null		|null	|null	|null	|
|BK-2992		|null		|null	|null	|null	|
|BK-2992		|null		|null	|null	|null	|
|CA-1672		|null		|18:45	|null	|null	|
|CA-1672		|null		|null	|null	|null	|
|CA-1672		|null		|null	|null	|null	|
|CA-1672		|null		|null	|null	|null	|
|BK-2852		|null		|18:10	|null	|null	|
|BK-2852		|null		|null	|null	|null	|
|BK-2852		|null		|null	|null	|null	|
|BK-2735		|null		|null	|null	|null	|
|BK-2852		|null		|null	|null	|null	|
|CZ-3313		|null		|null	|16:08	|null	|
|CZ-3313		|null		|null	|16:08	|null	|
|CZ-3313		|null		|null	|null	|null	|
|CZ-3314		|null		|null	|null	|null	|
|CZ-3313		|null		|null	|null	|null	|
|CZ-3313		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|CZ-3168		|null		|17:40	|null	|null	|
|CZ-3168		|null		|null	|null	|null	|
|CZ-3168		|null		|null	|null	|null	|
|CZ-3167		|null		|null	|null	|null	|
|CZ-3168		|null		|null	|null	|null	|
|GX-8819		|null		|17:55	|null	|null	|
|GX-8819		|null		|null	|null	|null	|
|GX-8819		|null		|null	|null	|null	|
|GX-8820		|null		|null	|null	|null	|
|GX-8819		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|HO-1135		|null		|null	|16:11	|null	|
|HO-1135		|null		|null	|16:11	|null	|
|HO-1135		|null		|null	|null	|null	|
|HO-1135		|null		|null	|null	|null	|
|HO-1135		|null		|null	|null	|null	|
|HO-1135		|null		|null	|null	|null	|
|9C-8990		|null		|17:30	|null	|null	|
|9C-8990		|null		|null	|null	|null	|
|9C-8913		|null		|null	|null	|null	|
|9C-8990		|null		|null	|null	|null	|
|9C-8990		|null		|null	|null	|null	|
|GS-7818		|null		|17:30	|null	|null	|
|GS-7818		|null		|null	|null	|null	|
|GS-7863		|null		|null	|null	|null	|
|GS-7818		|null		|null	|null	|null	|
|GS-7818		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|3U-8033		|null		|null	|null	|null	|
|GY-7121		|null		|18:15	|null	|null	|
|GY-7121		|null		|null	|null	|null	|
|GY-7122		|null		|null	|null	|null	|
|GY-7121		|null		|null	|null	|null	|
|GY-7121		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|JR-1610		|null		|17:40	|null	|null	|
|JR-1610		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|KE-318		|null		|null	|null	|null	|
|KE-318		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|JR-1610		|null		|null	|null	|null	|
|JR-1610		|null		|null	|null	|null	|
|9C-8509		|null		|17:35	|null	|null	|
|9C-8509		|null		|null	|null	|null	|
|9C-8509		|null		|null	|null	|null	|
|9C-8510		|null		|null	|null	|null	|
|9C-8509		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|3U-8355		|null		|null	|null	|null	|
|CA-104		|null		|null	|null	|null	|
|GS-7820		|null		|18:10	|null	|null	|
|GS-7820		|null		|null	|null	|null	|
|CA-1395		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|GS-7816		|null		|null	|16:21	|null	|
|GS-7816		|null		|null	|16:21	|null	|
|GS-7891		|null		|null	|null	|null	|
|GS-7816		|null		|null	|null	|null	|
|GS-7816		|null		|null	|null	|null	|
|GS-7816		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|GX-8819		|null		|null	|null	|null	|
|GX-8820		|null		|null	|null	|null	|
|GS-7820		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|CA-1259		|null		|null	|null	|null	|
|HU-7798		|null		|null	|null	|null	|
|CA-1259		|null		|null	|null	|null	|
|HU-7798		|null		|null	|null	|null	|
|DZ-6245		|null		|null	|null	|null	|
|HU-7726		|null		|null	|null	|null	|
|DZ-6246		|null		|null	|null	|null	|
|HU-7726		|null		|null	|null	|null	|
|GX-8819		|null		|null	|null	|null	|
|GX-8820		|null		|null	|null	|null	|
|GX-8820		|null		|null	|null	|null	|
|GS-7820		|null		|null	|null	|null	|
|MF-832		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1527		|null		|null	|null	|null	|
|DZ-6245		|null		|null	|16:26	|null	|
|DZ-6245		|null		|null	|16:26	|null	|
|DZ-6245		|null		|null	|null	|null	|
|DZ-6246		|null		|null	|null	|null	|
|DZ-6245		|null		|null	|null	|null	|
|DZ-6245		|null		|null	|null	|null	|
|CA-1771		|null		|18:10	|null	|null	|
|CA-1771		|null		|null	|null	|null	|
|CA-1771		|null		|null	|null	|null	|
|CA-1772		|null		|null	|null	|null	|
|CA-1771		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|BK-2991		|null		|null	|null	|null	|
|BK-2991		|null		|null	|null	|null	|
|BK-2991		|null		|null	|null	|null	|
|HU-7798		|null		|null	|null	|null	|
|HU-7798		|null		|null	|null	|null	|
|HU-7798		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|3U-8809		|null		|null	|null	|null	|
|GS-7804		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|GS-7804		|null		|null	|null	|null	|
|GS-7854		|null		|null	|null	|null	|
|PN-6237		|null		|null	|null	|null	|
|PN-6238		|null		|null	|null	|null	|
|GS-7858		|null		|null	|null	|null	|
|3U-8354		|null		|null	|null	|null	|
|GS-7844		|null		|null	|null	|null	|
|GS-7838		|null		|null	|null	|null	|
|GS-7582		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|EU-2776		|null		|null	|16:34	|null	|
|EU-2776		|null		|null	|16:34	|null	|
|GS-7868		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|GS-7856		|null		|null	|16:40	|null	|
|GS-7856		|null		|null	|16:40	|null	|
|GS-7856		|null		|null	|null	|null	|
|GS-7856		|null		|null	|null	|null	|
|GS-7856		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|3U-8568		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|EU-2776		|null		|null	|null	|null	|
|JT-2657		|null		|23:35	|null	|null	|
|JT-2657		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|MF-8469		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|CZ-3314		|null		|null	|null	|null	|
|CZ-3314		|null		|null	|null	|null	|
|CZ-3314		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|PN-6238		|null		|null	|null	|null	|
|CA-8275		|null		|null	|null	|null	|
|CA-8275		|null		|null	|null	|null	|
|CA-8275		|null		|null	|null	|null	|
|3U-8034		|海拉尔市东山机场	|null	|null	|null	|
|3U-8045		|昆明市巫家坝国际机场	|null	|null	|null	|
|3U-8046		|天津市滨海国际机场	|null	|null	|null	|
|3U-8354		|北海市福城机场	|null	|null	|null	|
|3U-8355		|天津市滨海国际机场	|null	|null	|null	|
|3U-8356		|汕头市外砂机场	|null	|null	|null	|
|3U-8568		|兰州市中川机场	|17:40	|null	|null	|
|3U-8568		|天津市滨海国际机场	|null	|null	|null	|
|3U-8809		|天津市滨海国际机场	|null	|null	|null	|
|3U-8861		|成都市双流国际机场	|null	|null	|null	|
|3U-8862		|天津市滨海国际机场	|null	|null	|null	|
|9C-8509		|深圳市宝安国际机场	|17:35	|null	|null	|
|9C-8510		|天津市滨海国际机场	|null	|null	|null	|
|9C-8799		|天津市滨海国际机场	|null	|null	|null	|
|9C-8800		|大阪关西国际机场	|null	|null	|null	|
|9C-8913		|天津市滨海国际机场	|null	|null	|null	|
|9C-8990		|扬州泰州国际机场	|17:30	|null	|null	|
|BK-2735		|天津市滨海国际机场	|null	|null	|null	|
|BK-2752		|汕头市外砂机场	|null	|null	|null	|
|BK-2778		|深圳市宝安国际机场	|null	|null	|null	|
|BK-2788		|天津市滨海国际机场	|null	|null	|null	|
|BK-2820		|桂林市两江国际机场	|null	|null	|null	|
|BK-2834		|北海市福城机场	|null	|null	|null	|
|BK-2844		|青森机场	|18:15	|null	|null	|
|BK-2852		|成都市双流国际机场	|18:10	|null	|null	|
|BK-2884		|天津市滨海国际机场	|null	|null	|null	|
|BK-2898		|昆明市巫家坝国际机场	|null	|null	|null	|
|BK-2932		|湛江市湛江机场	|null	|null	|null	|
|BK-2940		|海口市美兰国际机场	|null	|null	|null	|
|BK-2966		|乌鲁木齐市地窝铺机场	|null	|null	|null	|
|BK-2991		|天津市滨海国际机场	|null	|null	|null	|
|BK-3036		|三亚市凤凰国际机场	|null	|null	|null	|
|BK-3104		|深圳市宝安国际机场	|18:05	|null	|null	|
|CA-1251		|天津市滨海国际机场	|null	|null	|null	|
|CA-1252		|西安市咸阳国际机场	|null	|null	|null	|
|CA-1259		|天津市滨海国际机场	|null	|null	|null	|
|CA-1320		|深圳市宝安国际机场	|null	|null	|null	|
|CA-1388		|广州市白云国际机场	|null	|null	|null	|
|CA-1390		|三亚市凤凰国际机场	|null	|null	|null	|
|CA-1395		|天津市滨海国际机场	|null	|null	|null	|
|CA-1402		|昆明市巫家坝国际机场	|null	|null	|null	|
|CA-1482		|桂林市两江国际机场	|null	|null	|null	|
|CA-152		|大阪关西国际机场	|null	|null	|null	|
|CA-1524		|上海市虹桥机场	|null	|null	|null	|
|CA-1528		|上海市虹桥机场	|null	|null	|null	|
|CA-1655		|天津市滨海国际机场	|null	|null	|null	|
|CA-1669		|天津市滨海国际机场	|null	|null	|null	|
|CA-1670		|长沙市黄花国际机场	|null	|null	|null	|
|CA-1672		|深圳市宝安国际机场	|18:45	|null	|null	|
|CA-1674		|杭州市萧山国际机场	|null	|null	|null	|
|CA-1677		|天津市滨海国际机场	|null	|null	|null	|
|CA-1771		|杭州市萧山国际机场	|18:10	|null	|null	|
|CA-1772		|天津市滨海国际机场	|null	|null	|null	|
|CA-188		|台北松山机场	|null	|null	|null	|
|CA-1931		|温州市永强机场	|null	|null	|null	|
|CA-1932		|天津市滨海国际机场	|null	|null	|null	|
|CA-778		|素万那普国际机场	|null	|null	|null	|
|CA-802		|仁川国际机场	|null	|null	|null	|
|CA-8275		|天津市滨海国际机场	|null	|null	|null	|
|CA-8276		|温州市永强机场	|null	|null	|null	|
|CA-8278		|西宁市曹家堡机场	|null	|null	|null	|
|CA-8289		|天津市滨海国际机场	|null	|null	|null	|
|CA-8364		|昆明市巫家坝国际机场	|null	|null	|null	|
|CA-8374		|大庆萨尔图机场	|17:20	|null	|null	|
|CA-8374		|天津市滨海国际机场	|null	|null	|null	|
|CA-952		|东京成田国际机场	|null	|null	|null	|
|CZ-3167		|天津市滨海国际机场	|null	|null	|null	|
|CZ-3168		|广州市白云国际机场	|17:40	|null	|null	|
|CZ-3302		|天津市滨海国际机场	|null	|null	|null	|
|CZ-6893		|和田市和田机场	|null	|null	|null	|
|EU-2776		|天津市滨海国际机场	|null	|null	|null	|
|FM-9063		|上海市虹桥机场	|17:40	|null	|null	|
|FM-9064		|天津市滨海国际机场	|null	|null	|null	|
|FM-9069		|上海市浦东机场	|null	|null	|null	|
|G5-2670		|银川市河东机场	|null	|null	|null	|
|G5-2842		|天津市滨海国际机场	|null	|null	|null	|
|G5-2901		|西安市咸阳国际机场	|null	|null	|null	|
|G5-2902		|天津市滨海国际机场	|null	|null	|null	|
|G5-2923		|天津市滨海国际机场	|null	|null	|null	|
|G5-2924		|白城长安机场	|null	|null	|null	|
|GY-7121		|贵阳市龙洞堡机场	|18:15	|null	|null	|
|GY-7122		|天津市滨海国际机场	|null	|null	|null	|
|HO-1135		|天津市滨海国际机场	|null	|null	|null	|
|HU-7201		|天津市滨海国际机场	|null	|null	|null	|
|HU-7202		|广州市白云国际机场	|18:05	|null	|null	|
|HU-7726		|哈尔滨市阎家岗国际机场	|null	|null	|null	|
|HU-7726		|天津市滨海国际机场	|null	|null	|null	|
|HU-7798		|天津市滨海国际机场	|null	|null	|null	|
|HX-362		|香港国际机场	|null	|null	|null	|
|JD-5195		|三亚市凤凰国际机场	|null	|null	|null	|
|JD-5718		|天津市滨海国际机场	|null	|null	|null	|
|KN-2218		|上海市虹桥机场	|null	|null	|null	|
|MF-8126		|天津市滨海国际机场	|null	|null	|null	|
|MF-8140		|厦门市高崎国际机场	|null	|null	|null	|
|MF-8239		|天津市滨海国际机场	|null	|null	|null	|
|MF-8240		|西安市咸阳国际机场	|null	|null	|null	|
|MF-8277		|福州市长乐国际机场	|null	|null	|null	|
|MF-8277		|天津市滨海国际机场	|null	|null	|null	|
|MF-8314		|广州市白云国际机场	|null	|null	|null	|
|MF-832		|吉隆坡国际机场	|17:50	|null	|null	|
|MF-8354		|南宁市吴墟机场	|17:10	|null	|null	|
|MF-8469		|天津市滨海国际机场	|null	|null	|null	|
|MU-2370		|赤峰市土城子机场	|null	|null	|null	|
|MU-2370		|天津市滨海国际机场	|null	|null	|null	|
|MU-5144		|哈尔滨市阎家岗国际机场	|null	|null	|null	|
|MU-5144		|天津市滨海国际机场	|null	|null	|null	|
|MU-5440		|天津市滨海国际机场	|null	|null	|null	|
|MU-5751		|潞西市芒市机场	|null	|null	|null	|
|OZ-997		|仁川国际机场	|null	|null	|null	|
|OZ-998		|天津市滨海国际机场	|null	|null	|null	|
|PN-6237		|重庆市江北机场	|null	|null	|null	|
|PN-6238		|天津市滨海国际机场	|null	|null	|null	|
|SC-4694		|珠海市三灶机场	|18:20	|null	|null	|
|SC-4802		|天津市滨海国际机场	|null	|null	|null	|
|SC-8054		|海拉尔市东山机场	|null	|null	|null	|
|SC-8054		|天津市滨海国际机场	|null	|null	|null	|
|Y8-7492		|泰德·史蒂文斯安克雷奇国际机场	|null	|null	|null	|
|ZH-9123		|深圳市宝安国际机场	|18:10	|null	|null	|
|ZH-9124		|天津市滨海国际机场	|null	|null	|null	|
|JR-1602		|榆林市西沙机场	|null	|null	|null	|
|JR-1610		|巴彦浩特通勤机场	|17:40	|null	|null	|
|GS-7582		|锡林浩特市锡林浩特	|null	|null	|null	|
|GS-7582		|天津市滨海国际机场	|null	|null	|null	|
|GS-7804		|大连市周水子机场	|null	|null	|null	|
|GS-7818		|厦门市高崎国际机场	|17:30	|null	|null	|
|GS-7820		|遵义市遵义机场	|18:10	|null	|null	|
|GS-7837		|天津市滨海国际机场	|null	|null	|null	|
|GS-7838		|大同市怀仁机场	|null	|null	|null	|
|GS-7840		|和田市和田机场	|null	|null	|null	|
|GS-7844		|六盘水月照机场	|null	|null	|null	|
|GS-7849		|天津市滨海国际机场	|null	|null	|null	|
|GS-7850		|西安市咸阳国际机场	|null	|null	|null	|
|GS-7851		|天津市滨海国际机场	|null	|null	|null	|
|GS-7852		|杭州市萧山国际机场	|null	|null	|null	|
|GS-7854		|汕头市外砂机场	|null	|null	|null	|
|GS-7858		|昆明市巫家坝国际机场	|null	|null	|null	|
|GS-7863		|天津市滨海国际机场	|null	|null	|null	|
|GS-7864		|武汉市天河国际机场	|null	|null	|null	|
|GS-7868		|杭州市萧山国际机场	|null	|null	|null	|
|GS-7870		|重庆市江北机场	|null	|null	|null	|
|GS-7876		|昆明市巫家坝国际机场	|null	|null	|null	|
|GS-7891		|天津市滨海国际机场	|null	|null	|null	|
|GS-7892		|厦门市高崎国际机场	|null	|null	|null	|
|GS-7896		|广州市白云国际机场	|18:30	|null	|null	|
|GS-7905		|天津市滨海国际机场	|null	|null	|null	|
|GS-7957		|天津市滨海国际机场	|null	|null	|null	|
|GS-7966		|伦敦盖特威克机场	|null	|null	|null	|
|GS-7972		|新千岁机场	|null	|null	|null	|
|8L-9727		|绵阳市南郊机场	|null	|null	|null	|
|8L-9728		|天津市滨海国际机场	|null	|null	|null	|
|DZ-6246		|天津市滨海国际机场	|null	|null	|null	|
|FU-6556		|福州市长乐国际机场	|null	|null	|null	|
|FU-6556		|天津市滨海国际机场	|null	|null	|null	|
|QW-6004		|南宁市吴墟机场	|18:05	|null	|null	|
|QW-6004		|天津市滨海国际机场	|null	|null	|null	|
|GX-8819		|南宁市吴墟机场	|17:55	|null	|null	|
|GX-8820		|天津市滨海国际机场	|null	|null	|null	|
|AQ-1056		|天津市滨海国际机场	|null	|null	|null	|
|AQ-1067		|贵阳市龙洞堡机场	|null	|null	|null	|
|CF-9112		|兰州市中川机场	|null	|null	|null	|
|VJ-5320		|金兰国际机场	|16:35	|null	|null	|
|VJ-5321		|天津市滨海国际机场	|null	|null	|null	|
|DR-6515		|昆明市巫家坝国际机场	|null	|null	|null	|
|DR-6516		|天津市滨海国际机场	|null	|null	|null	|
|XW-879		|天津市滨海国际机场	|null	|null	|null	|
|XW-880		|廊曼国际机场	|16:40	|null	|null	|
|SL-962		|廊曼国际机场	|null	|null	|null	|
|SL-963		|天津市滨海国际机场	|null	|null	|null	|
|BK-2878		|宁波市栎社机场	|null	|null	|null	|
|VN-488		|岘港机场	|null	|null	|null	|
|CZ-3314		|天津市滨海国际机场	|null	|null	|null	|
|G5-2914		|长沙市黄花国际机场	|null	|null	|null	|
|G5-2904		|牡丹江市海浪机场	|null	|null	|null	|
|VN-489		|天津市滨海国际机场	|null	|null	|null	|
|JT-2657		|巴厘岛国际机场	|23:35	|null	|null	|
|CA-1442		|西宁市曹家堡机场	|null	|null	|null	|
|FU-6569		|福州市长乐国际机场	|null	|null	|null	|
|FU-6570		|天津市滨海国际机场	|null	|null	|null	|
|JT-2749		|万鸦老国际机场	|null	|null	|null	|
|LS-VJT570	|天津市滨海国际机场	|null	|null	|null	|
|G5-2841		|包头市海兰泡机场	|null	|null	|null	|
|VI-4330		|天津市滨海国际机场	|null	|null	|null	|
|3U-8033		|天津市滨海国际机场	|null	|null	|null	|
|3U-8034		|海拉尔市东山机场	|null	|null	|null	|
|3U-8045		|昆明市巫家坝国际机场	|null	|null	|null	|
|3U-8046		|天津市滨海国际机场	|null	|null	|null	|
|3U-8349		|天津市滨海国际机场	|null	|null	|null	|
|3U-8350		|南宁市吴墟机场	|null	|null	|null	|
|3U-8353		|天津市滨海国际机场	|null	|null	|null	|
|3U-8354		|北海市福城机场	|null	|null	|null	|
|3U-8355		|天津市滨海国际机场	|null	|null	|null	|
|3U-8356		|汕头市外砂机场	|null	|null	|null	|
|3U-8357		|天津市滨海国际机场	|null	|null	|null	|
|3U-8358		|海口市美兰国际机场	|null	|null	|null	|
|3U-8567		|哈尔滨市阎家岗国际机场	|null	|null	|null	|
|3U-8567		|天津市滨海国际机场	|null	|null	|null	|
|3U-8568		|兰州市中川机场	|null	|null	|null	|
|3U-8568		|天津市滨海国际机场	|null	|null	|null	|
|3U-8809		|天津市滨海国际机场	|null	|null	|null	|
|3U-8810		|普吉国际机场	|null	|null	|null	|
|3U-8815		|杭州市萧山国际机场	|null	|null	|null	|
|3U-8815		|天津市滨海国际机场	|null	|null	|null	|
|3U-8816		|长春市大房身机场	|null	|null	|null	|
|3U-8816		|天津市滨海国际机场	|null	|null	|null	|
|3U-8861		|成都市双流国际机场	|null	|null	|null	|
|3U-8862		|天津市滨海国际机场	|null	|null	|null	|
|9C-8509		|深圳市宝安国际机场	|null	|null	|null	|
|9C-8510		|天津市滨海国际机场	|null	|null	|null	|
|9C-8813		|上海市浦东机场	|null	|null	|null	|
|9C-8814		|天津市滨海国际机场	|null	|null	|null	|
|9C-8913		|天津市滨海国际机场	|null	|null	|null	|
|9C-8914		|济州国际机场	|null	|null	|null	|
|9C-8989		|天津市滨海国际机场	|null	|null	|null	|
|9C-8990		|扬州泰州国际机场	|null	|null	|null	|
|BK-2709		|天津市滨海国际机场	|null	|null	|null	|
|BK-2710		|福州市长乐国际机场	|null	|null	|null	|
|BK-2735		|天津市滨海国际机场	|null	|null	|null	|
|BK-2736		|长沙市黄花国际机场	|null	|null	|null	|
|BK-2751		|天津市滨海国际机场	|null	|null	|null	|
|BK-2752		|汕头市外砂机场	|null	|null	|null	|
|BK-2787		|广州市白云国际机场	|null	|null	|null	|
|BK-2788		|天津市滨海国际机场	|null	|null	|null	|
|BK-2819		|天津市滨海国际机场	|null	|null	|null	|
|BK-2820		|桂林市两江国际机场	|null	|null	|null	|
|BK-2833		|天津市滨海国际机场	|null	|null	|null	|
|BK-2834		|北海市福城机场	|null	|null	|null	|
|BK-2851		|天津市滨海国际机场	|null	|null	|null	|
|BK-2852		|成都市双流国际机场	|null	|null	|null	|
|BK-2859		|天津市滨海国际机场	|null	|null	|null	|
|BK-2860		|百色巴马机场	|null	|null	|null	|
|BK-2883		|西安市咸阳国际机场	|null	|null	|null	|
|BK-2884		|天津市滨海国际机场	|null	|null	|null	|
|BK-2897		|天津市滨海国际机场	|null	|null	|null	|
|BK-2898		|昆明市巫家坝国际机场	|null	|null	|null	|
