| 航班号 		| 来自于 		| 预计到达 	| 实际到达 	| 备注 	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|G5-2669		|null		|null	|null	|null	|
|G5-2669		|null		|null	|null	|null	|
|G5-2669		|null		|null	|null	|null	|
|CA-1634		|null		|14:05	|null	|null	|
|CA-1634		|null		|14:05	|null	|null	|
|3U-8567		|null		|null	|null	|null	|
|3U-8567		|null		|null	|null	|null	|
|3U-8567		|null		|null	|null	|null	|
|3U-8567		|null		|null	|null	|null	|
|CA-1246		|null		|12:30	|12:33	|null	|
|CA-1246		|null		|12:30	|12:33	|null	|
|CA-1246		|null		|12:30	|12:33	|null	|
|CA-1319		|null		|null	|null	|null	|
|CA-1246		|null		|12:30	|12:33	|null	|
|CA-1246		|null		|12:30	|12:33	|null	|
|DR-5314		|null		|null	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|GS-7994		|null		|12:35	|12:36	|null	|
|GS-7994		|null		|12:35	|12:36	|null	|
|GS-7994		|null		|12:35	|12:36	|null	|
|GS-7971		|null		|null	|null	|null	|
|GS-7994		|null		|12:35	|12:36	|null	|
|GS-7994		|null		|12:35	|12:36	|null	|
|ZH-9799		|null		|14:55	|null	|null	|
|ZH-9799		|null		|14:55	|null	|null	|
|ZH-9799		|null		|14:55	|null	|null	|
|ZH-9800		|null		|null	|null	|null	|
|ZH-9799		|null		|14:55	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|KN-2215		|null		|14:25	|null	|null	|
|KN-2215		|null		|14:25	|null	|null	|
|KN-2215		|null		|14:25	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2215		|null		|14:25	|null	|null	|
|CA-1534		|null		|12:35	|12:39	|null	|
|CA-1534		|null		|12:35	|12:39	|null	|
|CA-1534		|null		|12:35	|12:39	|null	|
|CA-1534		|null		|12:35	|12:39	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1534		|null		|12:35	|12:39	|null	|
|CA-1441		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MF-8470		|null		|12:25	|12:42	|null	|
|MF-8470		|null		|12:25	|12:42	|null	|
|MF-8470		|null		|12:25	|12:42	|null	|
|MF-8469		|null		|null	|null	|null	|
|MF-8470		|null		|12:25	|12:42	|null	|
|MF-8470		|null		|12:25	|12:42	|null	|
|FU-6555		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|GS-7867		|null		|null	|null	|null	|
|GS-7867		|null		|null	|null	|null	|
|GS-7867		|null		|null	|null	|null	|
|GS-7867		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|MF-8366		|null		|14:35	|null	|null	|
|MF-8366		|null		|14:35	|null	|null	|
|CA-1372		|null		|15:25	|null	|null	|
|CA-1372		|null		|15:25	|null	|null	|
|CA-1372		|null		|15:25	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|JL-841		|null		|12:45	|12:49	|null	|
|JL-841		|null		|12:45	|12:49	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-841		|null		|12:45	|12:49	|null	|
|JL-841		|null		|12:45	|12:49	|null	|
|JL-841		|null		|12:45	|12:49	|null	|
|CZ-3301		|null		|13:10	|null	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3133		|null		|11:00	|11:04	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3301		|null		|13:10	|null	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3133		|null		|11:00	|11:04	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3301		|null		|13:10	|null	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3133		|null		|11:00	|11:04	|null	|
|CZ-3134		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|GX-8854		|null		|null	|null	|null	|
|3U-8816		|null		|14:25	|null	|null	|
|3U-8816		|null		|14:25	|null	|null	|
|3U-8816		|null		|14:25	|null	|null	|
|3U-8816		|null		|null	|null	|null	|
|3U-8816		|null		|14:25	|null	|null	|
|CA-8373		|null		|null	|null	|null	|
|CA-8373		|null		|null	|null	|null	|
|CA-8373		|null		|null	|null	|null	|
|CA-8373		|null		|null	|null	|null	|
|GX-8961		|null		|12:45	|12:50	|null	|
|GX-8961		|null		|12:45	|12:50	|null	|
|GX-8961		|null		|12:45	|12:50	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8961		|null		|12:45	|12:50	|null	|
|GX-8961		|null		|12:45	|12:50	|null	|
|GS-7978		|null		|15:25	|null	|null	|
|GS-7978		|null		|15:25	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|HU-7630		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GS-7584		|null		|14:45	|null	|null	|
|GS-7584		|null		|14:45	|null	|null	|
|GS-7584		|null		|null	|null	|null	|
|GS-7584		|null		|14:45	|null	|null	|
|GS-7584		|null		|14:45	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|MU-2369		|null		|13:10	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|DR-5314		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-5747		|null		|12:45	|12:57	|null	|
|MU-5747		|null		|12:45	|12:57	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5747		|null		|12:45	|12:57	|null	|
|MU-5747		|null		|12:45	|12:57	|null	|
|MU-5747		|null		|12:45	|12:57	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3302		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|MU-5143		|null		|12:55	|12:59	|null	|
|MU-5143		|null		|12:55	|12:59	|null	|
|NX-237		|null		|null	|null	|null	|
|NX-237		|null		|null	|null	|null	|
|MU-5143		|null		|null	|null	|null	|
|MU-5143		|null		|12:55	|12:59	|null	|
|CZ-3313		|null		|15:55	|null	|null	|
|CZ-3313		|null		|15:55	|null	|null	|
|NX-237		|null		|null	|null	|null	|
|NX-237		|null		|null	|null	|null	|
|CZ-3313		|null		|15:55	|null	|null	|
|CZ-3314		|null		|null	|null	|null	|
|MU-5143		|null		|12:55	|12:59	|null	|
|MU-5143		|null		|12:55	|12:59	|null	|
|CZ-3313		|null		|15:55	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|CA-1441		|null		|null	|null	|null	|
|BK-2903		|null		|12:50	|13:02	|null	|
|BK-2903		|null		|12:50	|13:02	|null	|
|BK-2903		|null		|12:50	|13:02	|null	|
|BK-2903		|null		|12:50	|13:02	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2903		|null		|12:50	|13:02	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|MU-5143		|null		|null	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|MU-5143		|null		|null	|null	|null	|
|MU-5143		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|CA-1620		|null		|15:45	|null	|null	|
|CA-1620		|null		|15:45	|null	|null	|
|CA-1620		|null		|15:45	|null	|null	|
|CA-1395		|null		|null	|null	|null	|
|CA-1620		|null		|15:45	|null	|null	|
|SC-4718		|null		|13:00	|13:05	|null	|
|SC-4718		|null		|13:00	|13:05	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|13:00	|13:05	|null	|
|G5-2669		|null		|null	|null	|null	|
|G5-2669		|null		|null	|null	|null	|
|SC-4718		|null		|13:00	|13:05	|null	|
|SC-4718		|null		|13:00	|13:05	|null	|
|G5-2669		|null		|null	|null	|null	|
|G5-2669		|null		|null	|null	|null	|
|CA-1672		|null		|null	|null	|null	|
|CA-1672		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|HU-7791		|null		|13:00	|13:08	|null	|
|HU-7791		|null		|13:00	|13:08	|null	|
|HU-7792		|null		|null	|null	|null	|
|HU-7791		|null		|13:00	|13:08	|null	|
|HU-7791		|null		|13:00	|13:08	|null	|
|HU-7791		|null		|13:00	|13:08	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|8L-9632		|null		|null	|null	|null	|
|CA-1260		|null		|12:55	|13:11	|null	|
|CA-1260		|null		|12:55	|13:11	|null	|
|CA-1389		|null		|null	|null	|null	|
|CA-1260		|null		|12:55	|13:11	|null	|
|CA-1260		|null		|12:55	|13:11	|null	|
|CA-1260		|null		|12:55	|13:11	|null	|
|CA-1418		|null		|15:45	|null	|null	|
|CA-1418		|null		|15:45	|null	|null	|
|CA-1259		|null		|null	|null	|null	|
|CA-1418		|null		|15:45	|null	|null	|
|CA-1418		|null		|15:45	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|CA-104		|null		|15:50	|null	|null	|
|CA-104		|null		|15:50	|null	|null	|
|CA-8289		|null		|null	|null	|null	|
|CA-104		|null		|15:50	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|CA-104		|null		|15:50	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|G5-2903		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|G5-2903		|null		|null	|null	|null	|
|G5-2903		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MU-2369		|null		|13:10	|13:13	|null	|
|MU-2369		|null		|13:10	|13:13	|null	|
|MU-2369		|null		|13:10	|13:13	|null	|
|KN-2215		|null		|14:25	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|13:10	|13:13	|null	|
|MU-2369		|null		|13:10	|13:13	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|MU-9728		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|HO-1136		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|HO-1136		|null		|null	|null	|null	|
|HO-1136		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|HU-7725		|null		|null	|null	|null	|
|CA-1680		|null		|13:30	|null	|null	|
|CA-1401		|null		|null	|null	|null	|
|GS-7882		|null		|13:25	|13:19	|null	|
|GS-7882		|null		|13:25	|13:19	|null	|
|GS-7882		|null		|13:25	|13:19	|null	|
|GS-7851		|null		|null	|null	|null	|
|GS-7882		|null		|13:25	|13:19	|null	|
|GS-7882		|null		|13:25	|13:19	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|MF-8298		|null		|15:10	|null	|null	|
|MF-8298		|null		|15:10	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|XW-880		|null		|16:40	|null	|null	|
|9C-8799		|null		|null	|null	|null	|
|XW-879		|null		|null	|null	|null	|
|9C-8800		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|GS-7978		|null		|15:25	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MF-8298		|null		|15:10	|null	|null	|
|MF-8298		|null		|15:10	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3301		|null		|13:10	|13:22	|null	|
|CZ-3302		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|CZ-3134		|null		|null	|null	|null	|
|MU-2370		|null		|null	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|KE-863		|null		|13:30	|13:29	|null	|
|KE-863		|null		|13:30	|13:29	|null	|
|KE-863		|null		|13:30	|13:29	|null	|
|KE-864		|null		|null	|null	|null	|
|KE-863		|null		|13:30	|13:29	|null	|
|KE-863		|null		|13:30	|13:29	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|FM-9116		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|HU-7629		|null		|13:25	|13:32	|null	|
|HU-7629		|null		|13:25	|13:32	|null	|
|HU-7630		|null		|null	|null	|null	|
|HU-7629		|null		|13:25	|13:32	|null	|
|HU-7629		|null		|13:25	|13:32	|null	|
|HU-7629		|null		|13:25	|13:32	|null	|
|CA-1523		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GS-7856		|null		|16:25	|null	|null	|
|GS-7856		|null		|16:25	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|CA-1530		|null		|13:45	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|GX-8822		|null		|null	|null	|null	|
|CA-1680		|null		|13:30	|13:35	|null	|
|CA-1680		|null		|13:30	|13:35	|null	|
|CA-1680		|null		|13:30	|13:35	|null	|
|CA-1401		|null		|null	|null	|null	|
|CA-1680		|null		|13:30	|13:35	|null	|
|CA-1680		|null		|13:30	|13:35	|null	|
|VN-489		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|CA-8292		|null		|13:30	|13:38	|null	|
|CA-8292		|null		|13:30	|13:38	|null	|
|CA-8292		|null		|13:30	|13:38	|null	|
|CA-1523		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|CA-8292		|null		|13:30	|13:38	|null	|
|CA-8292		|null		|13:30	|13:38	|null	|
|GS-7875		|null		|null	|null	|null	|
|GS-7875		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|FU-6752		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|GX-8853		|null		|13:30	|13:41	|null	|
|GX-8853		|null		|13:30	|13:41	|null	|
|GX-8853		|null		|13:30	|13:41	|null	|
|GX-8854		|null		|null	|null	|null	|
|GX-8853		|null		|13:30	|13:41	|null	|
|GX-8853		|null		|13:30	|13:41	|null	|
|LS-N609ER	|null		|13:40	|null	|null	|
|HU-7792		|null		|null	|null	|null	|
|GS-7584		|null		|null	|null	|null	|
|3U-8816		|null		|null	|null	|null	|
|HU-7792		|null		|null	|null	|null	|
|3U-8816		|null		|null	|null	|null	|
|3U-8816		|null		|null	|null	|null	|
|CA-172		|null		|13:40	|13:43	|null	|
|CA-172		|null		|13:40	|13:43	|null	|
|CA-172		|null		|13:40	|13:43	|null	|
|CA-8275		|null		|null	|null	|null	|
|CA-172		|null		|13:40	|13:43	|null	|
|CA-172		|null		|13:40	|13:43	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|JL-840		|null		|null	|null	|null	|
|FU-6555		|null		|13:40	|13:46	|null	|
|FU-6555		|null		|13:40	|13:46	|null	|
|FU-6555		|null		|null	|null	|null	|
|FU-6555		|null		|13:40	|13:46	|null	|
|FU-6555		|null		|13:40	|13:46	|null	|
|FU-6555		|null		|13:40	|13:46	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|9C-8989		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|BK-2904		|null		|null	|null	|null	|
|CA-1642		|null		|13:35	|13:50	|null	|
|CA-1642		|null		|13:35	|13:50	|null	|
|CA-8277		|null		|null	|null	|null	|
|CA-1642		|null		|13:35	|13:50	|null	|
|CA-1642		|null		|13:35	|13:50	|null	|
|CA-1642		|null		|13:35	|13:50	|null	|
|HU-7792		|null		|null	|null	|null	|
|HU-7792		|null		|null	|null	|null	|
|HU-7792		|null		|null	|null	|null	|
|CA-1530		|null		|13:45	|13:52	|null	|
|CA-1530		|null		|13:45	|13:52	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-1673		|null		|null	|null	|null	|
|CA-1530		|null		|13:45	|13:52	|null	|
|CA-801		|null		|null	|null	|null	|
|CA-801		|null		|null	|null	|null	|
|HU-7797		|null		|15:40	|null	|null	|
|HU-7797		|null		|15:40	|null	|null	|
|CA-1530		|null		|13:45	|13:52	|null	|
|CA-1530		|null		|13:45	|13:52	|null	|
|HU-7798		|null		|null	|null	|null	|
|HU-7797		|null		|15:40	|null	|null	|
|HU-7797		|null		|15:40	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|BK-2819		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|GS-7971		|null		|null	|null	|null	|
|MU-5439		|null		|15:40	|null	|null	|
|MU-5439		|null		|15:40	|null	|null	|
|MU-5440		|null		|null	|null	|null	|
|MU-5439		|null		|15:40	|null	|null	|
|MU-5439		|null		|15:40	|null	|null	|
|KE-317		|null		|13:50	|13:56	|null	|
|KE-317		|null		|13:50	|13:56	|null	|
|KE-318		|null		|null	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|CA-1319		|null		|null	|null	|null	|
|DZ-6245		|null		|16:20	|null	|null	|
|DZ-6245		|null		|16:20	|null	|null	|
|DZ-6245		|null		|16:20	|null	|null	|
|DZ-6246		|null		|null	|null	|null	|
|DZ-6245		|null		|16:20	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|MU-2369		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8314		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|MF-8314		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8126		|null		|null	|null	|null	|
|MF-8240		|null		|null	|null	|null	|
|GS-7834		|null		|15:20	|null	|null	|
|GS-7834		|null		|15:20	|null	|null	|
|GS-7834		|null		|15:20	|null	|null	|
|GS-7849		|null		|null	|null	|null	|
|GS-7834		|null		|15:20	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|SC-4718		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|MF-8239		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|GS-7880		|null		|15:35	|null	|null	|
|GS-7880		|null		|15:35	|null	|null	|
|GS-7837		|null		|null	|null	|null	|
|GS-7880		|null		|15:35	|null	|null	|
|GS-7880		|null		|15:35	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|BR-729		|null		|null	|null	|null	|
|HO-1136		|null		|13:55	|14:01	|null	|
|HO-1136		|null		|13:55	|14:01	|null	|
|HO-1136		|null		|13:55	|14:01	|null	|
|HO-1136		|null		|null	|null	|null	|
|HO-1136		|null		|13:55	|14:01	|null	|
|HO-1136		|null		|13:55	|14:01	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|CA-187		|null		|null	|null	|null	|
|FU-6555		|null		|null	|null	|null	|
|GX-8854		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|FU-6555		|null		|null	|null	|null	|
|GX-8854		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|IJ-1032		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|GX-8962		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|MU-5748		|null		|null	|null	|null	|
|CA-1634		|null		|14:05	|14:06	|null	|
|CA-1634		|null		|14:05	|14:06	|null	|
|CA-1527		|null		|null	|null	|null	|
|CA-1634		|null		|14:05	|14:06	|null	|
|CA-1634		|null		|14:05	|14:06	|null	|
|CA-1634		|null		|14:05	|14:06	|null	|
|GX-8854		|null		|null	|null	|null	|
|GX-8854		|null		|null	|null	|null	|
|GX-8854		|null		|null	|null	|null	|
|GS-7581		|null		|15:30	|null	|null	|
|GS-7581		|null		|15:30	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|GS-7581		|null		|15:30	|null	|null	|
|GS-7581		|null		|null	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|GS-7581		|null		|15:30	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|CA-1318		|null		|14:30	|null	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6752		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|CA-1318		|null		|14:30	|null	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6752		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|CA-1318		|null		|14:30	|null	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6752		|null		|null	|null	|null	|
|CA-1669		|null		|null	|null	|null	|
|CA-1318		|null		|14:30	|null	|null	|
|FU-6751		|null		|12:25	|12:30	|null	|
|FU-6752		|null		|null	|null	|null	|
|CA-1401		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KN-2216		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|KE-864		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|BK-2992		|null		|16:00	|null	|null	|
|BK-2992		|null		|16:00	|null	|null	|
|BK-2992		|null		|16:00	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|BK-2991		|null		|null	|null	|null	|
|3U-8816		|null		|14:25	|null	|null	|
|3U-8816		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|CA-1387		|null		|null	|null	|null	|
|BK-2992		|null		|16:00	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|CA-1389		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|MF-831		|null		|null	|null	|null	|
|CA-1428		|null		|14:00	|14:10	|null	|
|CA-1428		|null		|14:00	|14:10	|null	|
